subject_y	initial_alias	converted_alias	name	description
MCINX2_00008456-RD	FBPP0305257	ome	ome	omega
MCINX2_00008457-RA	FBPP0083302	CG4335	CG4335	None
MCINX2_00008471-RA	FBPP0112341	CG32204	CG32204	None
MCINX2_00008474-RA	FBPP0080704	l(2)37Cg	l(2)37Cg	lethal (2) 37Cg
MCINX2_00008475-RA	FBPP0303531	RpS2	RpS2	Ribosomal protein S2
MCINX2_00008477-RA	FBPP0308484	CG1827	CG1827	None
MCINX2_00008479-RA	FBPP0081451	Ada	Ada	Adenosine deaminase
MCINX2_00008480-RA	FBPP0082916	CG31249	CG31249	None
MCINX2_00008481-RA	FBPP0303850	CG10778	CG10778	None
MCINX2_00008482-RA	FBPP0084639	CG12259	CG12259	None
MCINX2_00008485-RA	FBPP0071198	Rbm13	Rbm13	RNA-binding motif protein 13
MCINX2_00008495-RA	FBPP0088403	dpr9	dpr9	defective proboscis extension response 9
MCINX2_00008498-RA	FBPP0099994	drd	drd	drop dead
MCINX2_00008499-RA	FBPP0075408	CG16959	CG16959	None
MCINX2_00008500-RA	FBPP0071136	Traf6	Traf6	TNF-receptor-associated factor 6
MCINX2_00008501-RA	FBPP0301132	CG43447	CG43447	None
MCINX2_00008502-RA	FBPP0294056	rudhira	rudhira	rudhira
MCINX2_00008503-RA	FBPP0072939	Ids	Ids	Iduronate 2-sulfatase
MCINX2_00008504-RA	FBPP0081352	nac	nac	neuronally altered carbohydrate
MCINX2_00008505-RA	FBPP0073959	MSBP	MSBP	membrane steroid binding protein
MCINX2_00008507-RA	FBPP0305701	nej	nej	nejire
MCINX2_00008508-RA	FBPP0081249	ArgRS-m	ArgRS-m	Arginyl-tRNA synthetase
MCINX2_00008509-RA	FBPP0085689	Oseg6	Oseg6	Outer segment 6
MCINX2_00008516-RA	FBPP0308810	Prosap	Prosap	Prosap
MCINX2_00008517-RA	FBPP0308812	Prosap	Prosap	Prosap
MCINX2_00008519-RA	FBPP0112914	jing	jing	jing
MCINX2_00008522-RA	FBPP0112984	Pld	Pld	Phospholipase D
MCINX2_00008525-RA	FBPP0308422	Ets98B	Ets98B	Ets at 98B
MCINX2_00008526-RA	FBPP0074639	CG14186	CG14186	None
MCINX2_00008528-RA	FBPP0288959	CCKLR-17D1	CCKLR-17D1	Cholecystokinin-like receptor at 17D1
MCINX2_00008534-RA	FBPP0075961	Elo68alpha	Elo68alpha	Elongase 68alpha
MCINX2_00008535-RA	FBPP0078467	rtp	rtp	retinophilin
MCINX2_00008536-RA	FBPP0087341	CG12344	CG12344	None
MCINX2_00008537-RA	FBPP0086995	CG8785	CG8785	None
MCINX2_00008542-RA	FBPP0311844	CG12325	CG12325	None
MCINX2_00008543-RA	FBPP0085484	Vha16-1	Vha16-1	Vacuolar H[+] ATPase 16kD subunit 1
MCINX2_00008544-RA	FBPP0079218	CG7840	CG7840	None
MCINX2_00008545-RA	FBPP0422627	Ilp5	Ilp5	Insulin-like peptide 5
MCINX2_00008548-RA	FBPP0307179	fd3F	fd3F	forkhead domain 3F
MCINX2_00008555-RA	FBPP0082120	Gnmt	Gnmt	Glycine N-methyltransferase
MCINX2_00008557-RA	FBPP0311240	Sec61gamma	Sec61gamma	Sec61 gamma subunit
MCINX2_00008559-RA	FBPP0078595	CG9776	CG9776	None
MCINX2_00008564-RA	FBPP0289014	CG42319	CG42319	None
MCINX2_00008564-RC	FBPP0071194	CG1789	CG1789	None
MCINX2_00008566-RA	FBPP0291543	CG14646	CG14646	None
MCINX2_00008567-RA	FBPP0074348	betaCOP	betaCOP	Coat Protein (coatomer) beta
MCINX2_00008568-RA	FBPP0300553	up	up	upheld
MCINX2_00008570-RA	FBPP0076412	mus301	mus301	mutagen-sensitive 301
MCINX2_00008571-RA	FBPP0085693	CG7137	CG7137	None
MCINX2_00008572-RA	FBPP0072160	CG3253	CG3253	None
MCINX2_00008581-RB	FBPP0088739	Arv1	Arv1	ACAT-related protein required for viability 1
MCINX2_00008583-RA	FBPP0304968	kug	kug	kugelei
MCINX2_00008588-RA	FBPP0311856	CG43691	CG43691	None
MCINX2_00008590-RA	FBPP0305783	Uros1	Uros1	Uroporphyrinogen III synthase 1
MCINX2_00008593-RA	FBPP0072975	ND-30	ND-30	NADH dehydrogenase (ubiquinone) 30 kDa subunit
MCINX2_00008594-RA	FBPP0086689	tej	tej	tejas
MCINX2_00008595-RB	FBPP0080660	CG17321	CG17321	None
MCINX2_00008598-RA	FBPP0309346	cactin	cactin	cactin
MCINX2_00008599-RA	FBPP0307790	IKKepsilon	IKKepsilon	I-kappaB kinase epsilon
MCINX2_00008601-RA	FBPP0082148	CG5608	CG5608	None
MCINX2_00008603-RA	FBPP0079324	Dad1	Dad1	Defender against apoptotic cell death 1
MCINX2_00008604-RA	FBPP0075119	Prosbeta6	Prosbeta6	Proteasome beta6 subunit
MCINX2_00008605-RA	FBPP0072906	gry	gry	gryzun
MCINX2_00008606-RA	FBPP0087681	CG2063	CG2063	None
MCINX2_00008607-RA	FBPP0072874	CG32486	CG32486	None
MCINX2_00008615-RA	FBPP0072066	Sox14	Sox14	Sox box protein 14
MCINX2_00008616-RA	FBPP0083141	ATPsynD	ATPsynD	ATP synthase
MCINX2_00008619-RA	FBPP0080649	Grip71	Grip71	Grip71
MCINX2_00008620-RA	FBPP0087937	Nup44A	Nup44A	Nucleoporin at 44A
MCINX2_00008631-RA	FBPP0070316	Rtca	Rtca	RNA 3'-terminal phosphate cyclase
MCINX2_00008632-RA	FBPP0077740	Spp	Spp	Signal peptide peptidase
MCINX2_00008633-RA	FBPP0088070	CG11141	CG11141	None
MCINX2_00008636-RA	FBPP0086399	EMC7	EMC7	ER membrane protein complex subunit 7
MCINX2_00008637-RA	FBPP0079165	Mcr	Mcr	Macroglobulin complement-related
MCINX2_00008640-RA	FBPP0084349	Dak1	Dak1	Dak1
MCINX2_00008642-RA	FBPP0305182	eEF2	eEF2	eukaryotic translation elongation factor 2
MCINX2_00008649-RA	FBPP0289423	ITP	ITP	Ion transport peptide
MCINX2_00008651-RA	FBPP0072333	key	key	kenny
MCINX2_00008652-RA	FBPP0309690	CG30392	CG30392	None
MCINX2_00008653-RA	FBPP0078901	Rchy1	Rchy1	Ring finger and CHY zinc finger domain containing 1
MCINX2_00008655-RA	FBPP0087535	CG1513	CG1513	None
MCINX2_00008657-RA	FBPP0309021	CG12964	CG12964	None
MCINX2_00008665-RA	FBPP0307251	dpr12	dpr12	defective proboscis extension response 12
MCINX2_00008666-RA	FBPP0073491	CG1824	CG1824	None
MCINX2_00008667-RA	FBPP0071809	fd59A	fd59A	forkhead domain 59A
MCINX2_00008668-RA	FBPP0087635	wun	wun	wunen
MCINX2_00008671-RA	FBPP0085567	Hil	Hil	Hillarin
MCINX2_00008672-RA	FBPP0085460	Mccc2	Mccc2	Methylcrotonoyl-CoA carboxylase 2
MCINX2_00008674-RA	FBPP0086691	Sps1	Sps1	Selenophosphate synthetase 1
MCINX2_00008675-RA	FBPP0080046	CG31855	CG31855	None
MCINX2_00008677-RA	FBPP0088585	CG11710	CG11710	None
MCINX2_00008680-RA	FBPP0079490	Apf	Apf	diadenosine tetraphosphate hydrolase
MCINX2_00008681-RA	FBPP0300648	mud	mud	mushroom body defect
MCINX2_00008682-RB	FBPP0087058	fdl	fdl	fused lobes
MCINX2_00008684-RA	FBPP0077957	CG10512	CG10512	None
MCINX2_00008687-RA	FBPP0099973	Dhpr	Dhpr	Dihydropteridine reductase
MCINX2_00008688-RA	FBPP0112139	NijC	NijC	Ninjurin C
MCINX2_00008689-RA	FBPP0111604	mute	mute	muscle wasted
MCINX2_00008691-RA	FBPP0087479	TER94	TER94	None
MCINX2_00008692-RA	FBPP0071043	Ir7c	Ir7c	Ionotropic receptor 7c
MCINX2_00008696-RA	FBPP0083133	CG6005	CG6005	None
MCINX2_00008698-RA	FBPP0298282	amx	amx	almondex
MCINX2_00008699-RA	FBPP0072207	CG13581	CG13581	None
MCINX2_00008700-RA	FBPP0082507	Mau2	Mau2	Mau2 sister chromatid cohesion factor
MCINX2_00008701-RA	FBPP0072084	RpL12	RpL12	Ribosomal protein L12
MCINX2_00008702-RB	FBPP0307454	SerRS	SerRS	Seryl-tRNA synthetase
MCINX2_00008703-RA	FBPP0075088	TSG101	TSG101	Tumor susceptibility gene 101
MCINX2_00008704-RA	FBPP0308461	Rme-8	Rme-8	Receptor mediated endocytosis 8
MCINX2_00008709-RB	FBPP0291100	ND-15	ND-15	NADH dehydrogenase (ubiquinone) 15 kDa subunit
MCINX2_00008711-RB	FBPP0087649	Phax	Phax	Phosphorylated adaptor for RNA export
MCINX2_00008714-RA	FBPP0310445	Su(var)2-10	Su(var)2-10	Suppressor of variegation 2-10
MCINX2_00008717-RA	FBPP0303032	sbb	sbb	scribbler
MCINX2_00008718-RA	FBPP0081017	CG8679	CG8679	None
MCINX2_00008720-RA	FBPP0086293	Hmgs	Hmgs	HMG Coenzyme A synthase
MCINX2_00008728-RA	FBPP0302052	CG12848	CG12848	None
MCINX2_00008729-RA	FBPP0086322	CG8060	CG8060	None
MCINX2_00008731-RA	FBPP0074481	ND-18	ND-18	NADH dehydrogenase (ubiquinone) 18 kDa subunit
MCINX2_00008732-RA	FBPP0078944	CG11327	CG11327	None
MCINX2_00008733-RB	FBPP0300663	NaCP60E	NaCP60E	Na channel protein 60E
MCINX2_00008738-RA	FBPP0309920	Snx1	Snx1	Sorting nexin 1
MCINX2_00008740-RA	FBPP0312552	CG10602	CG10602	None
MCINX2_00008741-RA	FBPP0289407	CG3894	CG3894	None
MCINX2_00008742-RA	FBPP0087933	nito	nito	spenito
MCINX2_00008743-RA	FBPP0086405	Pex11	Pex11	Peroxin 11
MCINX2_00008744-RA	FBPP0072184	mRpS17	mRpS17	mitochondrial ribosomal protein S17
MCINX2_00008745-RA	FBPP0310097	Fcp1	Fcp1	TFIIF-interacting CTD phosphatase
MCINX2_00008746-RA	FBPP0311285	cert	cert	ceramide transfer protein
MCINX2_00008747-RA	FBPP0310589	Pde8	Pde8	Phosphodiesterase 8
MCINX2_00008749-RA	FBPP0071981	retn	retn	retained
MCINX2_00008752-RA	FBPP0072009	l(2)efl	l(2)efl	lethal (2) essential for life
MCINX2_00008753-RC	FBPP0087978	PIG-G	PIG-G	Phosphatidylinositol glycan anchor biosynthesis class G
MCINX2_00008754-RA	FBPP0085842	zda	zda	zonda
MCINX2_00008755-RA	FBPP0086483	Cdk5	Cdk5	Cyclin-dependent kinase 5
MCINX2_00008756-RA	FBPP0312067	Psf3	Psf3	Partner of Sld Five 3
MCINX2_00008757-RA	FBPP0081861	Irbp	Irbp	Inverted repeat-binding protein
MCINX2_00008759-RA	FBPP0087359	Galphao	Galphao	G protein alpha o subunit
MCINX2_00008760-RA	FBPP0293134	Cyp49a1	Cyp49a1	Cyp49a1
MCINX2_00008761-RA	FBPP0306264	koko	koko	kokopelli
MCINX2_00008762-RB	FBPP0087524	Pka-R2	Pka-R2	Protein kinase
MCINX2_00008763-RA	FBPP0080077	CG7099	CG7099	None
MCINX2_00008764-RB	FBPP0292882	Sema1a	Sema1a	Semaphorin 1a
MCINX2_00008770-RA	FBPP0078832	CG9222	CG9222	None
MCINX2_00008772-RA	FBPP0306999	RNASEK	RNASEK	Ribonuclease kappa
MCINX2_00008773-RA	FBPP0070249	rush	rush	rush hour
MCINX2_00008774-RB	FBPP0302006	CG13185	CG13185	None
MCINX2_00008777-RA	FBPP0307255	Src42A	Src42A	Src oncogene at 42A
MCINX2_00008786-RA	FBPP0303452	CG13229	CG13229	None
MCINX2_00008792-RA	FBPP0401446	vas	vas	vasa
MCINX2_00008794-RA	FBPP0087664	CG30344	CG30344	None
MCINX2_00008795-RB	FBPP0089088	Eb1	Eb1	Eb1
MCINX2_00008797-RA	FBPP0081263	mRpS9	mRpS9	mitochondrial ribosomal protein S9
MCINX2_00008799-RA	FBPP0074556	CG14230	CG14230	None
MCINX2_00008802-RA	FBPP0071502	hng1	hng1	hinge1
MCINX2_00008803-RA	FBPP0086486	CG8195	CG8195	None
MCINX2_00008804-RA	FBPP0071969	AIMP3	AIMP3	aaRS-interacting multifunctional protein 3
MCINX2_00008827-RA	FBPP0309998	EbpIII	EbpIII	Ejaculatory bulb protein III
MCINX2_00008833-RA	FBPP0310115	Phk-3	Phk-3	Pherokine 3
MCINX2_00008835-RA	FBPP0075050	a10	a10	antennal protein 10
MCINX2_00008837-RA	FBPP0083969	GatB	GatB	Glutamyl-tRNA amidotransferase
MCINX2_00008841-RA	FBPP0072857	CG1271	CG1271	None
MCINX2_00008842-RA	FBPP0074960	Crtc	Crtc	CREB-regulated transcription coactivator
MCINX2_00008846-RA	FBPP0086659	CG30069	CG30069	None
MCINX2_00008848-RA	FBPP0290404	CG7656	CG7656	None
MCINX2_00008850-RA	FBPP0304305	Stoml2	Stoml2	Stomatin like 2
MCINX2_00008854-RA	FBPP0080720	Ttc19	Ttc19	Tetratricopeptide repeat domain 19
MCINX2_00008855-RA	FBPP0071844	CG2852	CG2852	None
MCINX2_00008860-RA	FBPP0087047	Dh44-R2	Dh44-R2	Diuretic hormone 44 receptor 2
MCINX2_00008865-RC	FBPP0087052	CG8818	CG8818	None
MCINX2_00008868-RA	FBPP0293074	loh	loh	lonely heart
MCINX2_00008870-RA	FBPP0071451	Prosalpha3	Prosalpha3	Proteasome alpha3 subunit
MCINX2_00008871-RA	FBPP0076264	Use1	Use1	Unconventional SNARE in the ER 1
MCINX2_00008872-RA	FBPP0088497	Pal2	Pal2	Peptidyl-alpha-hydroxyglycine-alpha-amidating lyase 2
MCINX2_00008873-RA	FBPP0307661	St3	St3	Sulfotransferase 3
MCINX2_00008874-RA	FBPP0304445	CG7201	CG7201	None
MCINX2_00008876-RA	FBPP0076428	Rab19	Rab19	Rab19
MCINX2_00008877-RA	FBPP0070333	PIG-K	PIG-K	Phosphatidylinositol glycan anchor biosynthesis class K
MCINX2_00008878-RA	FBPP0289939	CG13937	CG13937	None
MCINX2_00008882-RA	FBPP0087221	sha	sha	shavenoid
MCINX2_00008885-RA	FBPP0304268	Rpb5	Rpb5	Rpb5
MCINX2_00008886-RA	FBPP0312189	CG30423	CG30423	None
MCINX2_00008889-RA	FBPP0087219	CG7741	CG7741	None
MCINX2_00008890-RA	FBPP0088953	nompA	nompA	no mechanoreceptor potential A
MCINX2_00008891-RA	FBPP0087266	Fpps	Fpps	Farnesyl pyrophosphate synthase
MCINX2_00008894-RA	FBPP0085458	Rab2	Rab2	Rab2
MCINX2_00008897-RA	FBPP0088134	CaMKI	CaMKI	Calcium/calmodulin-dependent protein kinase I
MCINX2_00008901-RA	FBPP0309384	Mfe2	Mfe2	peroxisomal Multifunctional enzyme type 2
MCINX2_00008904-RA	FBPP0309034	CG8405	CG8405	None
MCINX2_00008908-RA	FBPP0086394	Dg	Dg	Dystroglycan
MCINX2_00008909-RB	FBPP0309012	CG8079	CG8079	None
MCINX2_00008911-RA	FBPP0087680	Mad1	Mad1	Mitotic arrest-deficient 1
MCINX2_00008912-RA	FBPP0079751	Art8	Art8	Arginine methyltransferase 8
MCINX2_00008913-RA	FBPP0079623	Grip75	Grip75	Grip75
MCINX2_00008915-RA	FBPP0077144	Secp43	Secp43	tRNA Selenocysteine associated protein
MCINX2_00008917-RA	FBPP0288549	Ih	Ih	I[[h]] channel
MCINX2_00008918-RA	FBPP0288550	Ih	Ih	I[[h]] channel
MCINX2_00008924-RA	FBPP0309629	CG9313	CG9313	None
MCINX2_00008925-RA	FBPP0071482	CG15651	CG15651	None
MCINX2_00008928-RA	FBPP0070281	Rab27	Rab27	Rab27
MCINX2_00008929-RA	FBPP0077015	CG15456	CG15456	None
MCINX2_00008930-RA	FBPP0311241	mal	mal	maroon-like
MCINX2_00008931-RA	FBPP0088029	CG1598	CG1598	None
MCINX2_00008932-RA	FBPP0085870	PIG-O	PIG-O	Phosphatidylinositol glycan anchor biosynthesis class O
MCINX2_00008934-RA	FBPP0072104	CG3907	CG3907	None
MCINX2_00008936-RA	FBPP0070770	cv	cv	crossveinless
MCINX2_00008937-RE	FBPP0311113	Hnf4	Hnf4	Hepatocyte nuclear factor 4
MCINX2_00008941-RA	FBPP0428108	CG14763	CG14763	None
MCINX2_00008943-RA	FBPP0073927	CG15916	CG15916	None
MCINX2_00008944-RA	FBPP0070141	Rbf	Rbf	Retinoblastoma-family protein
MCINX2_00008945-RA	FBPP0075356	CG13454	CG13454	None
MCINX2_00008947-RA	FBPP0071543	Sgf29	Sgf29	SAGA-associated factor 29kDa
MCINX2_00008948-RA	FBPP0087863	Pabp2	Pabp2	Pabp2
MCINX2_00008949-RA	FBPP0077147	morgue	morgue	modifier of rpr and grim
MCINX2_00008950-RA	FBPP0079471	Srp54	Srp54	Splicing regulatory protein 54
MCINX2_00008954-RA	FBPP0088020	CG17985	CG17985	None
MCINX2_00008955-RA	FBPP0307589	CG14906	CG14906	None
MCINX2_00008957-RA	FBPP0074045	CG4239	CG4239	None
MCINX2_00008960-RA	FBPP0071967	mi	mi	minus
MCINX2_00008961-RA	FBPP0310082	tamo	tamo	tamo
MCINX2_00008964-RA	FBPP0075326	Eig71Eg	Eig71Eg	Ecdysone-induced gene 71Eg
MCINX2_00008966-RA	FBPP0085517	CG30157	CG30157	None
MCINX2_00008967-RA	FBPP0290518	Dhc98D	Dhc98D	Dynein heavy chain at 89D
MCINX2_00008968-RA	FBPP0303036	CG5756	CG5756	None
MCINX2_00008969-RA	FBPP0099421	Glyat	Glyat	Glycine N-acyltransferase
MCINX2_00008972-RA	FBPP0078164	Rich	Rich	RIC1 homolog
MCINX2_00008975-RA	FBPP0087950	CG8726	CG8726	None
MCINX2_00008976-RA	FBPP0071794	blw	blw	bellwether
MCINX2_00008977-RA	FBPP0089176	Aldh-III	Aldh-III	Aldehyde dehydrogenase type III
MCINX2_00008984-RB	FBPP0080614	Ptp36E	Ptp36E	Protein tyrosine phosphatase 36E
MCINX2_00008986-RA	FBPP0075896	CG7600	CG7600	None
MCINX2_00008987-RA	FBPP0086998	muskelin	muskelin	muskelin
MCINX2_00008989-RB	FBPP0296968	BicD	BicD	Bicaudal D
MCINX2_00008991-RA	FBPP0078376	Rab23	Rab23	Rab23
MCINX2_00008995-RA	FBPP0304059	Usp14	Usp14	Ubiquitin specific protease 14
MCINX2_00008996-RA	FBPP0306188	snky	snky	sneaky
MCINX2_00008999-RA	FBPP0289361	wech	wech	wech
MCINX2_00009000-RA	FBPP0088055	dpa	dpa	disc proliferation abnormal
MCINX2_00009002-RA	FBPP0308264	puml	puml	pummelig
MCINX2_00009003-RA	FBPP0082065	Aos1	Aos1	Activator of SUMO 1
MCINX2_00009004-RA	FBPP0088033	Orc1	Orc1	Origin recognition complex subunit 1
MCINX2_00009006-RA	FBPP0078929	Aatf	Aatf	Apoptosis antagonizing transcription factor
MCINX2_00009008-RA	FBPP0078938	AkhR	AkhR	Adipokinetic hormone receptor
MCINX2_00009009-RA	FBPP0079400	Eaat1	Eaat1	Excitatory amino acid transporter 1
MCINX2_00009010-RA	FBPP0077417	Snapin	Snapin	SNAP associated protein
MCINX2_00009011-RA	FBPP0082046	GstD7	GstD7	Glutathione S transferase D7
MCINX2_00009013-RA	FBPP0079399	Cks30A	Cks30A	Cyclin-dependent kinase subunit 30A
MCINX2_00009014-RA	FBPP0304985	CG13708	CG13708	None
MCINX2_00009015-RA	FBPP0073285	CG2061	CG2061	None
MCINX2_00009017-RA	FBPP0308803	casp	casp	caspar
MCINX2_00009018-RA	FBPP0112980	Tsp	Tsp	Thrombospondin
MCINX2_00009022-RC	FBPP0308224	Trpm	Trpm	Transient receptor potential cation channel
MCINX2_00009022-RD	FBPP0428447	None	None	None
MCINX2_00009033-RA	FBPP0079758	CG33129	CG33129	None
MCINX2_00009034-RA	FBPP0307720	CG3358	CG3358	None
MCINX2_00009035-RA	FBPP0307273	Pngl	Pngl	PNGase-like
MCINX2_00009037-RA	FBPP0087297	BBS4	BBS4	Bardet-Biedl syndrome 4
MCINX2_00009041-RA	FBPP0088539	CG6867	CG6867	None
MCINX2_00009042-RA	FBPP0079518	Nckx30C	Nckx30C	Nckx30C
MCINX2_00009043-RA	FBPP0079578	CG4972	CG4972	None
MCINX2_00009045-RA	FBPP0301551	Ir75d	Ir75d	Ionotropic receptor 75d
MCINX2_00009046-RA	FBPP0079913	ThrRS	ThrRS	Threonyl-tRNA synthetase
MCINX2_00009047-RA	FBPP0307665	CG9447	CG9447	None
MCINX2_00009051-RA	FBPP0087763	CG8252	CG8252	None
MCINX2_00009053-RA	FBPP0271922	dgt3	dgt3	dim gamma-tubulin 3
MCINX2_00009054-RA	FBPP0301591	stl	stl	stall
MCINX2_00009068-RA	FBPP0306958	dpr21	dpr21	defective proboscis extension response 21
MCINX2_00009072-RA	FBPP0311169	insv	insv	insensitive
MCINX2_00009078-RA	FBPP0307460	Tep2	Tep2	Thioester-containing protein 2
MCINX2_00009079-RA	FBPP0071461	cpa	cpa	capping protein alpha
MCINX2_00009080-RA	FBPP0291111	RIC-3	RIC-3	RIC3 acetylcholine receptor chaperone
MCINX2_00009082-RA	FBPP0086203	CG6665	CG6665	None
MCINX2_00009085-RA	FBPP0071936	CG3520	CG3520	None
MCINX2_00009088-RA	FBPP0079472	yip2	yip2	yippee interacting protein 2
MCINX2_00009089-RA	FBPP0082677	CG5013	CG5013	None
MCINX2_00009090-RA	FBPP0076922	anox	anox	anorexia
MCINX2_00009091-RA	FBPP0072099	Not11	Not11	CCR4-NOT transcription complex subunit 11
MCINX2_00009092-RA	FBPP0288921	Nedd4	Nedd4	Nedd4
MCINX2_00009099-RA	FBPP0072338	Eps-15	Eps-15	Epidermal growth factor receptor pathway substrate clone 15
MCINX2_00009102-RA	FBPP0077979	CG10565	CG10565	None
MCINX2_00009103-RA	FBPP0075400	CG32147	CG32147	None
MCINX2_00009104-RA	FBPP0076154	RpS9	RpS9	Ribosomal protein S9
MCINX2_00009105-RA	FBPP0075756	CG5645	CG5645	None
MCINX2_00009106-RA	FBPP0083105	Cpsf73	Cpsf73	Cleavage and polyadenylation specificity factor 73
MCINX2_00009108-RA	FBPP0075348	mrn	mrn	marionette
MCINX2_00009109-RA	FBPP0088113	pk	pk	prickle
MCINX2_00009118-RB	FBPP0086976	Taz	Taz	Tafazzin
MCINX2_00009119-RA	FBPP0074970	Edc3	Edc3	Enhancer of decapping 3
MCINX2_00009120-RA	FBPP0085707	CG11961	CG11961	None
MCINX2_00009121-RA	FBPP0075007	CG6479	CG6479	None
MCINX2_00009122-RA	FBPP0071137	Gbeta5	Gbeta5	Gbeta5
MCINX2_00009124-RA	FBPP0087603	Alp6	Alp6	Alkaline phosphatase 6
MCINX2_00009138-RA	FBPP0087723	Sec31	Sec31	Secretory 31
MCINX2_00009140-RB	FBPP0297121	Plp	Plp	Pericentrin-like protein
MCINX2_00009141-RA	FBPP0076099	I-2	I-2	Inhibitor-2
MCINX2_00009142-RA	FBPP0086569	ave	ave	aveugle
MCINX2_00009144-RA	FBPP0293785	spz4	spz4	spatzle 4
MCINX2_00009145-RA	FBPP0084466	ball	ball	ballchen
MCINX2_00009146-RC	FBPP0305604	chico	chico	chico
MCINX2_00009147-RD	FBPP0307613	Dlg5	Dlg5	Discs large 5
MCINX2_00009148-RA	FBPP0304018	CG17264	CG17264	None
MCINX2_00009150-RA	FBPP0288427	Shaw	Shaw	Shaker cognate w
MCINX2_00009161-RA	FBPP0085447	Adf1	Adf1	Adh transcription factor 1
MCINX2_00009164-RA	FBPP0079219	Mettl14	Mettl14	Methyltransferase like 14
MCINX2_00009166-RA	FBPP0088841	Pten	Pten	Phosphatase and tensin homolog
MCINX2_00009167-RA	FBPP0072768	CG9004	CG9004	None
MCINX2_00009168-RA	FBPP0079654	nmd	nmd	no mitochondrial derivative
MCINX2_00009170-RA	FBPP0423078	CG4367	CG4367	None
MCINX2_00009171-RA	FBPP0290392	mtsh	mtsh	mitoshell
MCINX2_00009172-RA	FBPP0312112	CG7781	CG7781	None
MCINX2_00009173-RA	FBPP0079223	CG14275	CG14275	None
MCINX2_00009176-RA	FBPP0428243	CG13868	CG13868	None
MCINX2_00009178-RA	FBPP0080659	ScpX	ScpX	Sterol carrier protein X-related thiolase
MCINX2_00009179-RA	FBPP0111630	Snoo	Snoo	Sno oncogene
MCINX2_00009180-RC	FBPP0071184	Sptr	Sptr	Sepiapterin reductase
MCINX2_00009180-RD	FBPP0290472	CG42558	CG42558	None
MCINX2_00009181-RA	FBPP0303540	Slob	Slob	Slowpoke binding protein
MCINX2_00009185-RA	FBPP0086157	GstS1	GstS1	Glutathione S transferase S1
MCINX2_00009188-RA	FBPP0080577	CG5681	CG5681	None
MCINX2_00009203-RA	FBPP0078370	CG1236	CG1236	None
MCINX2_00009204-RA	FBPP0086426	bug	bug	bunker gear
MCINX2_00009210-RA	FBPP0311923	Clic	Clic	Chloride intracellular channel
MCINX2_00009211-RA	FBPP0073658	CG11095	CG11095	None
MCINX2_00009216-RA	FBPP0078631	Marcal1	Marcal1	Marcal1
MCINX2_00009217-RA	FBPP0087342	CG12343	CG12343	None
MCINX2_00009218-RA	FBPP0293876	Tab2	Tab2	TAK1-associated binding protein 2
MCINX2_00009220-RA	FBPP0303487	net	net	net
MCINX2_00009222-RA	FBPP0078673	CG31917	CG31917	None
MCINX2_00009226-RA	FBPP0083958	jnj	jnj	java no jive
MCINX2_00009229-RA	FBPP0086052	CCHa1-R	CCHa1-R	CCHamide-1 receptor
MCINX2_00009235-RA	FBPP0071893	CG9890	CG9890	None
MCINX2_00009236-RA	FBPP0072170	nord	nord	nord
MCINX2_00009237-RA	FBPP0300968	CG6865	CG6865	None
MCINX2_00009239-RA	FBPP0085358	SmydA-5	SmydA-5	SET and MYND domain containing
MCINX2_00009241-RB	FBPP0074807	SmydA-2	SmydA-2	SET and MYND domain containing
MCINX2_00009242-RA	FBPP0087618	CG30340	CG30340	None
MCINX2_00009250-RA	FBPP0084089	CG11069	CG11069	None
MCINX2_00009251-RB	FBPP0072360	lov	lov	jim lovell
MCINX2_00009253-RA	FBPP0304170	BORCS6	BORCS6	BLOC-1 related complex subunit 6
MCINX2_00009254-RA	FBPP0070979	CG4615	CG4615	None
MCINX2_00009255-RA	FBPP0073965	ArgRS	ArgRS	Arginyl-tRNA synthetase
MCINX2_00009257-RA	FBPP0304562	mtRNApol	mtRNApol	mitochondrial RNA polymerase
MCINX2_00009261-RA	FBPP0077647	CG5080	CG5080	None
MCINX2_00009262-RA	FBPP0303236	CG31688	CG31688	None
MCINX2_00009263-RA	FBPP0297863	CG15130	CG15130	None
MCINX2_00009264-RA	FBPP0312086	Arpc2	Arpc2	Actin-related protein 2/3 complex
MCINX2_00009265-RB	FBPP0080003	Tor	Tor	Target of rapamycin
MCINX2_00009266-RA	FBPP0304687	CG8360	CG8360	None
MCINX2_00009268-RA	FBPP0080009	CG9934	CG9934	None
MCINX2_00009269-RA	FBPP0080409	heix	heix	heixuedian
MCINX2_00009272-RA	FBPP0293781	SmydA-3	SmydA-3	SET and MYND domain containing
MCINX2_00009273-RA	FBPP0079771	porin	porin	porin
MCINX2_00009274-RA	FBPP0290448	CSN4	CSN4	COP9 signalosome subunit 4
MCINX2_00009278-RA	FBPP0086127	SmydA-6	SmydA-6	SET and MYND domain containing
MCINX2_00009279-RA	FBPP0305165	eEF1beta	eEF1beta	eukaryotic translation elongation factor 1 beta
MCINX2_00009280-RA	FBPP0071129	ND-75	ND-75	NADH dehydrogenase (ubiquinone) 75 kDa subunit
MCINX2_00009283-RA	FBPP0306008	Reck	Reck	Reversion-inducing-cysteine-rich protein with kazal motifs
MCINX2_00009284-RA	FBPP0293889	CG5937	CG5937	None
